000000.png: [0.5214500094539749, -0.853281833651959]
007780.png: [-0.7682212795973759, -0.6401843996644799]
007790.png: [0.0, -1.0]
007800.png: [0.22485950669875843, -0.9743911956946198]
007810.png: [-0.9935326726564043, 0.11354659116073192]
007820.png: [0.19611613513818404, -0.9805806756909202]
007830.png: [0.1643989873053573, -0.9863939238321437]
007840.png: [-0.5144957554275265, -0.8574929257125441]
007850.png: [0.19611613513818404, -0.9805806756909202]
007860.png: [-0.3589790793088691, -0.9333456062030595]
007870.png: [-0.13216372009101796, -0.9912279006826347]
007880.png: [0.19611613513818404, -0.9805806756909202]
007890.png: [0.9863939238321437, 0.1643989873053573]
007900.png: [0.31622776601683794, -0.9486832980505138]
007910.png: [0.4190581774617469, -0.9079593845004517]
007920.png: [0.0, -1.0]
007930.png: [0.6401843996644799, -0.7682212795973759]
007940.png: [-0.20952908873087345, -0.9778024140774094]
007950.png: [-0.7808688094430304, 0.6246950475544243]
007960.png: [-0.7808688094430304, 0.6246950475544243]
007970.png: [0.554700196225229, -0.8320502943378436]
007980.png: [0.554700196225229, -0.8320502943378436]
007990.png: [0.9486832980505138, 0.31622776601683794]
008000.png: [-0.20395425411200105, -0.9789804197376051]
008010.png: [0.1643989873053573, -0.9863939238321437]
008020.png: [-0.18884739365012448, -0.9820064469806473]
008030.png: [-0.04163054471218133, -0.999133073092352]
008040.png: [0.10468478451804275, -0.9945054529214061]
008050.png: [-0.3713906763541038, -0.9284766908852594]
008060.png: [-0.3589790793088691, -0.9333456062030595]
008070.png: [0.03224129401095805, -0.9994801143396995]
008080.png: [-0.08304547985373997, -0.9965457582448796]
008090.png: [-0.682318250360011, -0.7310552682428689]
008100.png: [0.1643989873053573, -0.9863939238321437]
008110.png: [-0.7071067811865476, -0.7071067811865476]
008120.png: [-0.6476484200955405, -0.7619393177594593]
008130.png: [-0.2631174057921088, -0.9647638212377322]
008140.png: [-0.17666406279377406, -0.984271206993884]
008150.png: [-0.19611613513818404, -0.9805806756909201]
008160.png: [-0.25242189714700275, -0.9676172723968438]
008170.png: [-0.4190581774617469, -0.9079593845004517]
008180.png: [0.11043152607484655, -0.9938837346736189]
008190.png: [-0.2290393337255473, -0.973417168333576]
008200.png: [0.06651901052377393, -0.9977851578566089]
008210.png: [0.07669649888473704, -0.9970544855015815]
008220.png: [0.0, -1.0]
008230.png: [0.03446227583977888, -0.9994059993535875]
008240.png: [0.4788521306805733, -0.8778955729143844]
008250.png: [0.43145549730400484, -0.9021342216356465]
008260.png: [0.48564293117863205, -0.8741572761215377]
008270.png: [0.1028991510855053, -0.9946917938265513]
008280.png: [-0.3643993485805122, -0.9312427797057534]
008290.png: [0.07974522228289, -0.996815278536125]
008300.png: [-0.3011313679370973, -0.9535826651341416]
008310.png: [-0.1643989873053573, -0.9863939238321437]
008320.png: [0.07669649888473704, -0.9970544855015815]
008330.png: [0.46788772041903276, -0.8837879163470619]
008340.png: [0.4472135954999579, -0.8944271909999159]
008350.png: [-0.11043152607484655, -0.9938837346736189]
008360.png: [-0.42993358039234775, -0.9028605188239303]
008370.png: [-0.47058823529411764, -0.8823529411764706]
008380.png: [0.4472135954999579, -0.8944271909999159]
008390.png: [-0.4472135954999579, -0.8944271909999159]
008400.png: [-0.21693045781865616, -0.9761870601839528]
008410.png: [0.4061384660534476, -0.9138115486202572]
008420.png: [0.3823517927262997, -0.9240168324218909]
008430.png: [0.5038710255240862, -0.8637789008984335]
008440.png: [-0.3328201177351375, -0.9429903335828895]
008450.png: [-0.2940858488375231, -0.95577900872195]
008460.png: [-0.24253562503633297, -0.9701425001453319]
008470.png: [-0.31622776601683794, -0.9486832980505138]
008480.png: [0.6060432152628562, -0.7954317200324987]
008490.png: [0.21693045781865616, -0.9761870601839528]
008500.png: [0.3511234415883917, -0.9363291775690445]
008510.png: [0.12403473458920847, -0.9922778767136677]
008520.png: [-0.24253562503633297, -0.9701425001453319]
008530.png: [0.3713906763541037, -0.9284766908852594]
008540.png: [0.13663739713703102, -0.9906211292434748]
008550.png: [0.2873478855663454, -0.9578262852211513]
008560.png: [0.5038710255240862, -0.8637789008984335]
008570.png: [0, 0]
008580.png: [-0.06651901052377393, -0.9977851578566089]
008590.png: [0.09334070869305827, -0.9956342260592882]
008600.png: [0.3511234415883917, -0.9363291775690445]
008610.png: [0.4190581774617469, -0.9079593845004517]
008620.png: [0.2940858488375231, -0.95577900872195]
008630.png: [0.058722021951470346, -0.9982743731749958]
008640.png: [-0.13511320473331348, -0.9908301680442989]
008650.png: [-0.577762861653585, -0.8162046775741121]
008660.png: [0.0, -1.0]
008670.png: [-0.5812381937190965, -0.813733471206735]
008680.png: [-0.28, -0.96]
008690.png: [-0.42808634473904467, -0.9037378388935388]
008700.png: [0.3713906763541037, -0.9284766908852593]
008710.png: [0.5368754921931592, -0.8436614877321075]
008720.png: [-0.38805700005813276, -0.9216353751380653]
008730.png: [0.6, -0.8]
008740.png: [-0.42993358039234775, -0.9028605188239303]
008750.png: [0.5368754921931592, -0.8436614877321075]
008760.png: [-0.16990691650764622, -0.985460115744348]
008770.png: [0.3713906763541037, -0.9284766908852594]
008780.png: [0.20952908873087345, -0.9778024140774094]
008790.png: [0.4472135954999579, -0.8944271909999159]
008800.png: [-0.14549399049483136, -0.9893591353648533]
008810.png: [-0.40905590409290915, -0.9125093245149513]
008820.png: [0.1592324388246205, -0.9872411207126471]
008830.png: [-0.43474906583117584, -0.9005516363645786]
008840.png: [-0.4115867224264983, -0.9113705996586747]
008850.png: [-0.242535625036333, -0.970142500145332]
008860.png: [0.1414213562373095, -0.9899494936611665]
008870.png: [-0.5734623443633283, -0.8192319205190405]
008880.png: [-0.3363363969981562, -0.9417419115948374]
008890.png: [-0.24253562503633297, -0.9701425001453319]
008900.png: [-0.06237828615518053, -0.9980525784828885]
008910.png: [0.19611613513818404, -0.9805806756909201]
008920.png: [-0.18884739365012448, -0.9820064469806473]
008930.png: [0.25766265056033233, -0.9662349396012463]
008940.png: [0.086629616364842, -0.996240588195683]
008950.png: [-0.413802944301184, -0.9103664774626047]
008960.png: [-0.2940858488375231, -0.95577900872195]
008970.png: [-0.49613893835683387, -0.8682431421244593]
008980.png: [0.413802944301184, -0.9103664774626047]
008990.png: [-0.1559625734730109, -0.9877629653290692]
009000.png: [0.3271105638831663, -0.9449860734402582]
009010.png: [0.2026056040359523, -0.9792604195071027]
009020.png: [0.38074980525429486, -0.924678098474716]
009030.png: [-0.3559953275919878, -0.9344877349289681]
009040.png: [0.19611613513818402, -0.9805806756909201]
009050.png: [-0.5665288228870652, -0.8240419241993676]
009060.png: [-0.3589790793088691, -0.9333456062030595]
009070.png: [-0.13511320473331348, -0.9908301680442989]
009080.png: [0.2676438637860946, -0.9635179096299405]
009090.png: [-0.1414213562373095, -0.9899494936611665]
009100.png: [-0.13511320473331348, -0.9908301680442989]
009110.png: [-0.1414213562373095, -0.9899494936611665]
009120.png: [0.10468478451804275, -0.9945054529214061]
009130.png: [-0.5070201265633938, -0.8619342151577695]
009140.png: [0.31622776601683794, -0.9486832980505138]
009150.png: [0.6782801027330658, -0.7348034446274879]
009160.png: [-0.3589790793088691, -0.9333456062030595]
009170.png: [0.2940858488375231, -0.95577900872195]
009180.png: [-0.6507913734559685, -0.7592566023652966]
009190.png: [0.5692099788303083, -0.8221921916437787]
009200.png: [-0.5812381937190965, -0.813733471206735]
009210.png: [0.4472135954999579, -0.8944271909999159]
009220.png: [-0.13511320473331348, -0.9908301680442989]
009230.png: [0.0, -1.0]
009240.png: [0.1414213562373095, -0.9899494936611665]
009250.png: [0, 0]
009260.png: [0.3609941025577121, -0.9325680982740896]
009270.png: [-0.20094414372133132, -0.9796027006414902]
009280.png: [-0.13756837127468774, -0.9904922731777517]
009290.png: [-0.031234752377721213, -0.9995120760870788]
009300.png: [0.3085046980374365, -0.9512228189487626]
009310.png: [-0.42808634473904467, -0.9037378388935388]
009320.png: [0.20952908873087345, -0.9778024140774094]
009330.png: [0.02499219116020307, -0.9996876464081228]
009340.png: [0.20952908873087345, -0.9778024140774094]
009350.png: [0.4472135954999579, -0.8944271909999159]
009360.png: [-0.31622776601683794, -0.9486832980505138]
009370.png: [-0.037011660509880265, -0.9993148337667671]
009380.png: [-0.3713906763541037, 0.9284766908852594]
009390.png: [-0.9363291775690445, 0.3511234415883917]
009400.png: [-0.25912856608735, 0.9658428372346682]
009410.png: [-0.851658316704544, 0.5240974256643347]
009420.png: [-0.22788446737788645, 0.973688178796424]
009430.png: [-0.31622776601683794, 0.9486832980505138]
009440.png: [-0.4640069946705576, 0.8858315352801555]
009450.png: [0.6246950475544243, -0.7808688094430304]
009460.png: [0.3713906763541037, 0.9284766908852594]
009470.png: [-1.0, 0.0]
009480.png: [-0.7926239891046, 0.6097107608496923]
009490.png: [-0.46788772041903276, 0.8837879163470619]
009500.png: [-0.8574929257125441, -0.5144957554275265]
009510.png: [-0.7071067811865475, -0.7071067811865475]
009520.png: [-0.18428853505018536, 0.9828721869343219]
009530.png: [-0.6401843996644799, -0.7682212795973759]
009540.png: [-0.1592324388246205, -0.9872411207126471]
009550.png: [-0.1168412475673972, -0.9931506043228762]
009560.png: [-0.6196442885790207, -0.7848827655334262]
009570.png: [-0.18428853505018536, -0.9828721869343219]
009580.png: [0.1643989873053573, -0.9863939238321437]
009590.png: [0.3363363969981562, -0.9417419115948374]
009600.png: [0.12797133763019677, -0.9917778666340251]
009610.png: [-0.17378533390904768, -0.9847835588179369]
009620.png: [-0.6305926250944657, -0.7761140001162655]
009630.png: [0.1559625734730109, -0.9877629653290692]
009640.png: [0.1643989873053573, -0.9863939238321437]
009650.png: [-0.3589790793088691, -0.9333456062030595]
009660.png: [0.09480909262799544, -0.9954954725939521]
009670.png: [0.09053574604251853, -0.9958932064677039]
009680.png: [-0.14654866108946232, -0.9892034623538708]
009690.png: [-0.14654866108946232, -0.9892034623538708]
009700.png: [0.045407660918649985, -0.9989685402102997]
009710.png: [-0.4472135954999579, -0.8944271909999159]
009720.png: [-0.10653312363426524, -0.994309153919809]
009730.png: [0.047565149415449405, -0.9988681377244375]
009740.png: [0.5547001962252291, -0.8320502943378437]
009750.png: [0.5913636636275174, -0.8064049958557055]
009760.png: [0.09950371902099892, -0.9950371902099892]
009770.png: [0.045407660918649985, -0.9989685402102997]
009780.png: [-0.42993358039234775, -0.9028605188239303]
009790.png: [0.08304547985373997, -0.9965457582448796]
009800.png: [0.13511320473331348, -0.9908301680442989]
009810.png: [0.5547001962252291, -0.8320502943378437]
009820.png: [0.4640069946705576, -0.8858315352801555]
009830.png: [0.4190581774617469, -0.9079593845004517]
009840.png: [-0.06651901052377393, -0.9977851578566089]
009850.png: [0.0, -1.0]
009860.png: [0.3713906763541038, -0.9284766908852594]
009870.png: [0.2631174057921088, -0.9647638212377322]
009880.png: [-0.6507913734559685, -0.7592566023652966]
009890.png: [0.2696299255199709, -0.9629640197141817]
009900.png: [0.07669649888473704, -0.9970544855015815]
009910.png: [-0.42808634473904467, -0.9037378388935388]
009920.png: [0, 0]
009930.png: [-0.5432512781572743, -0.8395701571521512]
009940.png: [0, 0]
009950.png: [0.3713906763541038, -0.9284766908852594]
009960.png: [0.07387168551531177, -0.997267754456709]
009970.png: [-0.2631174057921088, 0.9647638212377322]
009980.png: [0.2982749931359468, 0.9544799780350297]
009990.png: [-0.7525766947068778, -0.658504607868518]
010000.png: [-0.26592899812581344, -0.9639926182060737]
010010.png: [-0.086629616364842, -0.996240588195683]
010020.png: [0.5144957554275265, -0.8574929257125441]
010030.png: [-0.15799050110667284, 0.9874406319167053]
010040.png: [0.02082881368183567, 0.9997830567281121]
010050.png: [-0.2272296156064184, -0.9738412097417932]
010060.png: [0.0, 1.0]
010070.png: [0.6, 0.8]
010080.png: [0, 0]
010090.png: [0.057049790538512946, 0.9983713344239766]
010100.png: [0.2696299255199709, -0.9629640197141817]
010110.png: [-0.058722021951470346, -0.9982743731749958]
010120.png: [-0.12033136751923737, -0.9927337820337083]
010130.png: [-0.19611613513818404, -0.9805806756909201]
010140.png: [-0.6246950475544243, -0.7808688094430304]
010150.png: [-0.47058823529411764, -0.8823529411764706]
010160.png: [-0.39391929857916763, -0.9191450300180578]
010170.png: [0.12797133763019677, -0.9917778666340251]
010180.png: [-0.47058823529411764, -0.8823529411764706]
010190.png: [-0.17134117475124774, -0.9852117548196745]
010200.png: [-0.1643989873053573, -0.9863939238321437]
010210.png: [-0.6305926250944657, -0.7761140001162655]
010220.png: [0.1559625734730109, -0.9877629653290692]
010230.png: [-0.15799050110667284, -0.9874406319167053]
010240.png: [0.1559625734730109, -0.9877629653290692]
010250.png: [-0.5812381937190965, -0.813733471206735]
010260.png: [-0.9977851578566089, 0.06651901052377393]
010270.png: [0, 0]
010280.png: [-0.9922778767136677, 0.12403473458920847]
010290.png: [-0.9778024140774094, 0.20952908873087345]
010300.png: [-0.3713906763541037, -0.9284766908852594]
010310.png: [0.4472135954999579, -0.8944271909999159]
010320.png: [-0.9333456062030595, 0.3589790793088691]
010330.png: [-0.813733471206735, -0.5812381937190965]
010340.png: [-0.813733471206735, -0.5812381937190965]
010350.png: [-0.9191450300180578, -0.39391929857916763]
010360.png: [-0.8050558373533679, 0.5931990380498501]
010370.png: [-0.19611613513818404, -0.9805806756909202]
010380.png: [-0.5240974256643347, -0.851658316704544]
010390.png: [0.9805806756909202, -0.19611613513818404]
010400.png: [0.5144957554275266, -0.8574929257125442]
010410.png: [0.3417430630867044, -0.939793423488437]
010420.png: [-0.06237828615518053, -0.9980525784828885]
010430.png: [-0.19611613513818404, -0.9805806756909201]
010440.png: [-0.09950371902099892, -0.9950371902099892]
010450.png: [-0.10653312363426524, -0.994309153919809]
010460.png: [0.12403473458920847, -0.9922778767136677]
010470.png: [0.1520571842539411, -0.9883716976506172]
010480.png: [0.389639990836698, -0.9209672510685588]
010490.png: [-0.31622776601683794, -0.9486832980505138]
010500.png: [0.2873478855663454, -0.9578262852211513]
010510.png: [0.2873478855663454, -0.9578262852211513]
010520.png: [-0.4472135954999579, -0.8944271909999159]
010530.png: [-0.1414213562373095, -0.9899494936611665]
010540.png: [0.46031716445500037, 0.8877545314489294]
010550.png: [0.1643989873053573, -0.9863939238321437]
010560.png: [0.0, -1.0]
010570.png: [0.52999894000318, 0.847998304005088]
010580.png: [0.6896551724137931, 0.7241379310344828]
010590.png: [0.18259219384277636, 0.983188736076488]
010600.png: [0.6709133239691262, 0.7415357791237711]
010610.png: [0.34731435582359393, -0.9377487607237036]
010620.png: [0.7348034446274879, 0.6782801027330658]
010630.png: [0.05547001962252291, 0.9984603532054125]
010640.png: [0.8050558373533679, -0.5931990380498501]
010650.png: [-0.1414213562373095, -0.9899494936611665]
010660.png: [0.5449883505954141, 0.838443616300637]
010670.png: [0.6643638388299198, -0.7474093186836597]
010680.png: [0.4472135954999579, 0.8944271909999159]
010690.png: [-0.35305725243424235, 0.9356017189507422]
010700.png: [-0.7808688094430304, 0.6246950475544243]
010710.png: [-0.7399400733959437, 0.6726727939963124]
010720.png: [-0.23786872937925854, 0.9712973116319724]
010730.png: [-0.6097107608496923, 0.7926239891046]
010740.png: [-0.1559625734730109, 0.9877629653290692]
010750.png: [-0.508729312126641, 0.8609265282143156]
010760.png: [-0.22903933372554727, 0.9734171683335759]
010770.png: [-0.39391929857916763, 0.9191450300180578]
010780.png: [-0.9958932064677039, 0.09053574604251853]
010790.png: [-0.3786328457205041, 0.9255469562056767]
010800.png: [-0.1520571842539411, 0.9883716976506172]
010810.png: [-0.8944271909999159, 0.4472135954999579]
010820.png: [-0.5339929913879817, 0.8454889030309711]
010830.png: [0.3011313679370973, -0.9535826651341416]
010840.png: [-0.27472112789737807, -0.9615239476408232]
010850.png: [-0.14654866108946232, -0.9892034623538708]
010860.png: [-0.2676438637860946, -0.9635179096299405]
010870.png: [-0.7071067811865476, -0.7071067811865476]
010880.png: [0.20952908873087345, -0.9778024140774094]
